Title;Artist;Rank;Last Week;Peak Positon;Weeks on charts;Date;Genre;Producers;Writers;Distributor
Ferrari;James Hype & Miggy Dela Rosa;151;141;25;24;2022-12-10;Pop, Deep House, House, Alternative Dance, Electronic, UK, Dance-Pop, Electro-Pop, Dance;James Hype;James Hype, Miggy Dela Rosa, Josh Grimmett, Johannes Shore, Diddy, Loon, Adonis, Michael Carlos Jones, Frank Romano & Mario Winans;None
Privileged Rappers;Drake & 21 Savage;152;94;9;4;2022-12-10;Rap, Trap, Atlanta Rap, Canada;Earl on the Beat, Gentuar Memishi & 40;Drake, 21 Savage, Earl on the Beat, Gentuar Memishi, 40, Lil Yachty, Ronald Isley, Ernie Isley, O’Kelly Isley, Marvin Isley & Chris Jasper;Sony Music Entertainment, Epic Records & Universal Music Group
No Role Modelz;J. Cole;153;154;97;76;2022-12-10;Rap, Conscious Hip-Hop;Phonix Beats, J. Cole & DJ Dahi;J. Cole, Phonix Beats, Suga-T, D-Shot, Studio Ton, DJ Paul, , E-40 & B-Legit;None
Murder In My Mind;Kordhell;154;151;113;16;2022-12-10;Rap, Drift Phonk, Electro House, House, Electronic, EDM, Phonk;Kordhell;Kordhell;The Orchard
Shinunoga E-Wa;Fujii Kaze;155;150;118;12;2022-12-10;Pop, Genius Japan, Japanese, Japan, J-Pop;Yaffle;藤井風 (Fujii Kaze);None
Tomorrow 2;GloRilla & Cardi B;156;123;39;10;2022-12-10;Rap, East Coast, Hardcore Hip-Hop, Trap, DMV, Memphis, Remix;Macaroni Toni;GloRilla, Cardi B, Macaroni Toni & Pardison Fontaine;Universal Music Group
Evoque Prata;MC MENOR HR E MC Menor SG & DJ ESCOBAR;157;147;147;2;2022-12-10;Rap, Brasil, TikTok, Em Português, Funk Nacional;DJ Escobar;MC MENOR HR & MC MENOR SG;None
Watermelon Sugar;Harry Styles;158;152;9;117;2022-12-10;Pop, Rock, Funk, Funk Rock, British Rock, Funk-Pop, UK, Pop-Rock;Tyler Johnson & Kid Harpoon;Tyler Johnson, Kid Harpoon, Mitch Rowland &;Sony Music Entertainment
Rock And A Hard Place;Bailey Zimmerman;159;131;59;25;2022-12-10;Country, Singer-Songwriter;Austin Shawn;Heath Warren, Jacob Hackworth & Jet Harvey;None
Call Out My Name;The Weeknd;160;196;97;24;2022-12-10;Pop, R&B, Singer-Songwriter, Downtempo, Canada, Alternative R&B, Ballad, Dark Pop;Ging;Ging, Nicolas Jaar & The Weeknd;None
abcdefu;GAYLE;161;161;1;55;2022-12-10;Rock, Pop, TikTok, Alternative Pop, Pop-Rock;Pete Nappi;GAYLE, & David Pittenger;Atlantic Records
You're A Mean One, Mr. Grinch;Thurl Ravenscroft;162;-;88;8;2022-12-10;Pop, Musicals, Sixties, Soundtrack, Children's Literature, Children's Music, Holiday, Christmas;Jesse Kaye;Dr. Seuss & Albert Hague;None
Summertime Sadness;Lana Del Rey vs. Cedric Gervais;163;165;89;20;2022-12-10;Pop, Alternative Pop, Alternative, Ballad, Dark Pop, Baroque Pop, Trip-Hop;Emile Haynie;Lana Del Rey & Rick Nowels;Universal Music Group
505;Arctic Monkeys;164;168;94;41;2022-12-10;Rock, UK Pop, Indie Pop, Post-Britpop, Psychedelic, Psychedelic Rock, Rock Pop, Alternative Pop, Alternative, Alternative Rock, Pop-Rock, Indie, British Rock, Post-Punk Revival, Garage Rock, UK, Indie Rock;Mike Crossey & James Ford;Alex Turner, Jamie Cook, Matt Helders & Nick O’Malley;None
Broke Boys;Drake & 21 Savage;165;102;12;4;2022-12-10;Rap, Trap, Atlanta Rap, Canada;Wheezy, Tay Keith, Jack Uriah, Audio Anthem, Luke Crowder & KrishnaMusic;Drake, 21 Savage, Wheezy, Tay Keith, Jack Uriah, Audio Anthem, Luke Crowder & KrishnaMusic;Sony Music Entertainment, Epic Records & Universal Music Group
Nxde;(G)I-DLE;166;143;50;6;2022-12-10;Pop, Alternative Pop, K-Pop (케이팝), Girl Group, South Korea, Genius Korea, Korean;None;JEON SOYEON (전소연), Poptime & Kako (KOR);None
The Hills;The Weeknd;167;189;44;46;2022-12-10;Pop, R&B, Alternative, Alternative Pop, Canada, Synth-Pop, Synthwave, Dark Pop, Trap, Alternative R&B;Mano & Illangelo;Thomas Raybould, Belly, , Mano &;None
Mastermind;Taylor Swift;168;105;13;6;2022-12-10;Pop, Electro-Pop, Electronic, Synth-Pop, Singer-Songwriter;Jack Antonoff & Taylor Swift;Taylor Swift & Jack Antonoff;Universal Music Group
Vista Al Mar;Quevedo;169;160;114;11;2022-12-10;Pop, Reggaetón, Spanish Pop, Spanish Urban, Spanish Music, En Español;BlueFire;Quevedo;None
Vegas;Doja Cat;170;149;28;27;2022-12-10;Rap, Trap, Chipmunk Soul, Pop Rap, Soundtrack;Yeti Beats & Rogét Chahayed;Mike Stoller, Jerry Leiber, Rogét Chahayed, Yeti Beats & Doja Cat;Sony Music Entertainment
(There's No Place Like) Home For The Holidays (1959);Perry Como With Mitchell Ayers And His Orchestra;171;-;55;11;2022-12-10;Null;Null;Null;Null
Like It's Christmas;Jonas Brothers;172;-;57;9;2022-12-10;Pop, Holiday, Christmas;Ryan Tedder, Mike Elizondo, Jason Evigan, Freddy Wexler & Gian Stone;Nick Jonas, Joe Jonas, Kevin Jonas, Jason Evigan, Gian Stone, Freddy Wexler & Annika Wells;None
Counting Stars;OneRepublic;173;153;96;92;2022-12-10;Rock, Pop, Folk Pop, Folk Rock, Folk, Dance-Pop, Dance, Dance Rock, Pop-Rock;Ryan Tedder & Noel Zancanella;Ryan Tedder;None
The Real Slim Shady;Eminem;174;164;59;48;2022-12-10;Rap, Beef, Detroit, Hip-Hop, Hardcore Hip-Hop;Dr. Dre & Mel-Man;Eminem, & Mel-Man;None
Ghost;Justin Bieber;175;173;16;63;2022-12-10;R&B, Pop, Pop-R&B, Contemporary R&B, Future Garage, Dance-Pop, Dance, Synth-Pop, Ballad, Drum & Bass, Canada;Jon Bellion & The Monsters & Strangerz;Michael Pollack, Stefan Johnson, Jordan K. Johnson, Jon Bellion & Justin Bieber;Universal Music Group
BackOutsideBoyz;Drake;176;99;10;4;2022-12-10;Rap, Trap, Canada;Rio Leyva, Dez Wright & Taz Taylor;Drake, Rio Leyva, Dez Wright, Taz Taylor & Lil Yachty;Sony Music Entertainment, Universal Music Group & Epic Records
Celestial;Ed Sheeran;177;156;42;9;2022-12-10;Pop, Nintendo, UK Pop, Electro-Pop, Gaming, Singer-Songwriter, UK;Ed Sheeran & Steve Mac;Ed Sheeran, Johnny McDaid & Steve Mac;None
Have Yourself A Merry Little Christmas;Michael Buble;178;-;52;11;2022-12-10;Pop, Canada, Christmas, Jazz;Bob Rock;Ralph Blane & Hugh Martin;None
Shallow;Lady Gaga & Bradley Cooper;179;162;59;117;2022-12-10;Rock, Duet, Piano Rock, Piano, Folk Rock, Ballad, Musicals, Soundtrack;Benjamin Rice & Lady Gaga;Andrew Wyatt, Anthony Rossomando, Mark Ronson & Lady Gaga;Universal Music Group
I'm Not The Only One;Sam Smith;180;166;94;15;2022-12-10;R&B, Pop, Orchestral, Singer-Songwriter, Piano, Adult Contemporary, Blue-Eyed Soul, Soul, Soul Pop, Ballad, Pop-Rock, UK;Steve Fitzmaurice & Jimmy Napes;Sam Smith & Jimmy Napes;None
When I Was Your Man;Bruno Mars;181;163;151;14;2022-12-10;R&B, Pop, Easy Listening, Adult Contemporary, Piano, Ballad, Soul Pop;The Smeezingtons;Ari Levine, Philip Lawrence, Andrew Wyatt &;None
Te Felicito;Shakira & Rauw Alejandro;182;170;11;32;2022-12-10;Pop, Electro, Electro-Pop, Reggaetón, Colombia, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Ily Wonder, L.E.X.U.Z, KEITYN, Albert Hype & Shakira;Santiago Munera Penagos, Lenin Yorney, KEITYN, Ily Wonder, Andrés Mauricio Acosta Echeverri, Rauw Alejandro & Shakira;None
I Was Never There;The Weeknd Featuring Gesaffelstein;183;-;119;18;2022-12-10;Pop, R&B, Future Garage, Electro-Pop, Alternative R&B;Ging & Gesaffelstein;Ging, Gesaffelstein & The Weeknd;None
Con La Brisa;Foudeqush & Ludwig Goransson;184;103;103;3;2022-12-10;R&B, Pop, Indie Pop, Alternative Pop, Spanish Pop, Alternative R&B, Pop-R&B, Soul Pop, Folk Pop, Chill, En Español, México;Ludwig Göransson;Foudeqush & Ludwig Göransson;None
Do I Wanna Know?;Arctic Monkeys;185;190;119;28;2022-12-10;Rock, Pop-Rock, Psychedelic, Alternative Pop, Blues, Adult Alternative, Alternative, Indie, Alternative Rock, Psychedelic Rock, British Rock, UK, Soundtrack, Blues Rock, Indie Rock;Ross Orton & James Ford;Alex Turner;None
Tarot;Bad Bunny & Jhay Cortez;186;174;9;30;2022-12-10;Pop, Dancehall, Latin Pop, Puerto Rico, En Español, Latin Urban, Latin Music;La Paciencia, Albert Hype, Jota Rosa & Tainy;Bad Bunny & Jhayco;The Orchard
Only Love Can Hurt Like This;Paloma Faith;187;-;75;25;2022-12-10;Pop, Adult Contemporary, Ballad, Soul Pop, Soul, UK;Kyle Townsend & AC Burrell;Diane Warren;None
Party;Bad Bunny & Rauw Alejandro;188;172;8;30;2022-12-10;Pop, Reggaetón, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Richi López, La Paciencia, Albert Hype, Tainy & Jota Rosa;Rauw Alejandro & Bad Bunny;The Orchard
Alone;Burna Boy;189;146;143;3;2022-12-10;R&B, Rap, Soundtrack, Nigerian Pidgin, Nigeria, Afrobeats;Ludwig Göransson & P.Priime;Ludwig Göransson, Burna Boy & P.Priime;None
Lose Yourself;Eminem;190;181;25;43;2022-12-10;Rap, Memes, Anthem, Theme Song, Rap-Rock, Detroit, Hardcore Hip-Hop, Hip-Hop, Soundtrack;Eminem & Jeff Bass;Eminem, & Luis Resto;None
Circles;Post Malone;191;184;49;117;2022-12-10;Rock, R&B, Pop, Synth Rock, Soft Rock, Pop-Rock, Chill, Nu Disco, Synth-Pop;Post Malone, Louis Bell & Ging;Tyler Armes, Post Malone, Louis Bell, , Kaan Güneşberk & Billy Walsh;None
Que Agonia;Yuridia & Angela Aguilar;192;-;192;1;2022-12-10;Country, Ranchera, México, Regional Mexicano, Latin Music, En Español;Eden Muñoz;Pepe Aguilar, Ángela Aguilar & Gussy Lau;Sony Music México
Sweet Child O' Mine;Guns N' Roses;193;171;57;86;2022-12-10;Rock, Glam Rock, Alternative Rock, Alternative, Album-Oriented Rock (AOR), Eighties, Hard Rock;Mike Clink;Steven Adler, Duff McKagan, Izzy Stradlin, Axl Rose & Slash;Universal Music Group
Shut Up My Moms Calling;Hotel Ugly;194;-;194;1;2022-12-10;Pop, Indie Pop, Indie, Alternative Pop;Hotel Ugly;Hotel Ugly;None
This Christmas;Donny Hathaway;195;-;62;9;2022-12-10;R&B, Holiday, Christmas, Soul;Ric Powell & Donny Hathaway;Nadine McKinnor & Donny Hathaway;None
Take Me To Church;Hozier;196;191;123;92;2022-12-10;Rock, Pop, Pop-Rock, Soul Pop, Alternative Pop, Alternative, Piano Rock, Alternative Rock, Soul, Blue-Eyed Soul, Ballad, Dark Pop, Adult Alternative, LGBTQ+, Piano, Ireland;Rob Kirwan & Hozier;Hozier;None
After Like;IVE;197;175;20;15;2022-12-10;Pop, EDM, Electro, Electronica, Electro-Pop, Electronic, Dance-Pop, Dance, Nu Disco, House, K-Pop (케이팝), South Korea, Genius Korea, Korean, Girl Group;None;Ryan S. Jhun, Anders Nilsen, Seo Ji Eum (서지음), André Jensen, ISELIN, Mommy Son (마미손) & REI (IVE);None
The Kind Of Love We Make;Luke Combs;198;133;38;24;2022-12-10;Country;Chip Matthews, Jonathan Singleton & Luke Combs;Luke Combs, Reid Isbell, Jamie Davis & Dan Isbell;None
10:35;Tiesto Featuring Tate McRae;199;179;141;4;2022-12-10;Pop, New Wave, Nederland, Canada, Garage House, EDM, Electro-Pop, Dance, House, Dance-Pop;Tiësto, LOSTBOY & Ryan Tedder;Tiësto, Amy Allen, Scott Harris, Ryan Tedder, LOSTBOY & Tate McRae;None
Wasted On You;Morgan Wallen;200;176;19;45;2022-12-10;R&B, Country, Country Rap, Trap, Alternative R&B, Pop Country, Ballad, Singer-Songwriter;Jacob Durrett & Joey Moi;Charlie Handsome, Josh Thompson, ERNEST & Morgan Wallen;None
All I Want For Christmas Is You;Mariah Carey;1;1;1;25;2022-12-17;R&B, Pop, Piano, New Wave, Christian Pop, Nineties, Holiday, Christmas;Walter Afanasieff & Mariah Carey;Mariah Carey & Walter Afanasieff;None
Last Christmas;Wham!;2;5;2;21;2022-12-17;Pop, UK Pop, Disco, Adult Contemporary, Eighties, Singer-Songwriter, UK, Holiday, Christmas, New Wave, Synth-Pop;George Michael;George Michael;None
Creepin';Metro Boomin, The Weeknd & 21 Savage;3;-;3;1;2022-12-17;Pop, R&B, Rap, Downtempo, Pop Rap, Synth-Pop, Alternative R&B, Alternative, Pop-R&B, Trap, Hip-Hop, Canada, Atlanta Rap;Metro Boomin, DaHeala, Peter Lee Johnson & johan lenox;Metro Boomin, 21 Savage, DaHeala, Peter Lee Johnson, johan lenox, Mario Winans, Enya, Roma Ryan, Loon, PMD, Erick Sermon, , Michael Carlos Jones & Diddy;Universal Music Group
Rockin' Around The Christmas Tree;Brenda Lee;4;4;3;18;2022-12-17;Pop, Holiday, Retro, Christmas;Owen Bradley;Johnny Marks;None
Unholy;Sam Smith & Kim Petras;5;2;1;11;2022-12-17;R&B, Pop, UK Pop, Electronic, TikTok, Dark Pop, Electro-Industrial, LGBTQ+, Alternative Pop, Alternative, Deutschland, UK, Alternative R&B, Dance-Pop;Blake Slatkin, Cirkut, ILYA, Jimmy Napes, Omer Fedi & Sam Smith;Blake Slatkin, Cirkut, ILYA, Jimmy Napes, Kim Petras, Omer Fedi & Sam Smith;None
Jingle Bell Rock;Bobby Helms;6;8;4;18;2022-12-17;Rock, Country, Retro, Holiday, Rockabilly, Christmas;Paul Cohen;Jim Boothe &;None
Anti-Hero;Taylor Swift;7;3;1;7;2022-12-17;Pop, Pop-Rock, Electro-Pop, Electronic, Synth-Pop, Singer-Songwriter;Jack Antonoff & Taylor Swift;Taylor Swift & Jack Antonoff;Universal Music Group
Superhero (Heroes & Villains);Metro Boomin, Future & Chris Brown;8;-;8;1;2022-12-17;Pop, EDM, Trap, Electronic;Unknown Brain;Unknown Brain & Chris Linton;None
Santa Tell Me;Ariana Grande;9;15;5;18;2022-12-17;R&B, Pop, Bubblegum Pop, Teen Pop, Singer-Songwriter, Holiday, Christmas;ILYA;ILYA, Ariana Grande & Savan Kotecha;None
It's Beginning To Look A Lot Like Christmas;Michael Buble;10;17;6;18;2022-12-17;Pop, Canada, Holiday, Christmas, Jazz;David Foster;Meredith Willson;None
As It Was;Harry Styles;11;9;1;36;2022-12-17;Rock, Pop, Electronic, UK Pop, Dance Rock, Funk Rock, Funk, New Wave, Synth Rock, Alternative, Alternative Rock, Funk-Pop, Alternative Pop, Dance-Pop, Dance, Pop-Rock, Synth-Pop, UK;Tyler Johnson & Kid Harpoon;Kid Harpoon, Tyler Johnson & Harry Styles;Sony Music Entertainment
Rich Flex;Drake & 21 Savage;12;6;1;5;2022-12-17;Rap, Chipmunk Soul, Memes, Trap, Atlanta Rap, Canada;Tay Keith, Vinylz, FNZ & BoogzDaBeast;Drake, 21 Savage, Vinylz, Tay Keith, Finatik, Zac, BoogzDaBeast, Megan Thee Stallion, J. White Did It, Bobby Sessions, T.I., DJ Toomp, Gladys Hayes, Charles Bernstein, & Simon Plummer;Universal Music Group, Sony Music Entertainment & Epic Records
I'm Good (Blue);David Guetta & Bebe Rexha;13;7;2;15;2022-12-17;Pop, Rap, Hip-Hop, Cloud Rap, Trap, Conscious Hip-Hop, Memes, West Coast;T-Minus & Nikhil Seetharam;Kendrick Lamar, T-Minus & Nikhil Seetharam;Universal Music Group
It's The Most Wonderful Time Of The Year;Andy Williams;14;18;7;17;2022-12-17;Pop, Sixties, Christmas, Holiday;Robert Mersey;George Wyle & Eddie Pola;None
Underneath The Tree;Kelly Clarkson;15;21;8;17;2022-12-17;Pop, Christmas, Bubblegum Pop, Holiday;Greg Kurstin;;None
Calm Down;Rema & Selena Gomez;16;10;5;23;2022-12-17;R&B, Chillout, Pop-R&B, Contemporary R&B, Nigeria, Afrobeats;Andrevibez & London;Rema;Universal Music Group
Feliz Navidad;Jose Feliciano;17;27;9;16;2022-12-17;Rock, Pop, Puerto Rico, Seventies, En Español, Latin Pop, Latin Music, Holiday, Christmas;Rick Jarrard;José Feliciano;None
A Holly Jolly Christmas;Burl Ives;18;25;13;16;2022-12-17;Pop, Holiday, Cover, Christmas;None;Johnny Marks;None
La Jumpa;Arcangel & Bad Bunny;19;-;19;1;2022-12-17;Rap, Pop, House, Drill, Latin Drill, Latin Rap, Trap, Latin Trap, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;MAG & JULiA LEWiS;Arcángel & Bad Bunny;The Orchard
Made You Look;Meghan Trainor;20;11;6;7;2022-12-17;Pop, Teen Pop, Funk, Funk-Pop, Bubblegum Pop, Doo-Wop;Federico Vindver;Sean Douglas, Federico Vindver & Meghan Trainor;None
Niagara Falls (Foot Or 2);Metro Boomin, Travis Scott & 21 Savage;21;-;21;1;2022-12-17;Rap, Canada;Jazzfeezy & Steve Samson;Jazzfeezy, Steve Samson & Drake;Universal Music Group
Let It Snow! Let It Snow! Let It Snow!;Dean Martin;22;29;11;16;2022-12-17;Pop, Holiday, Retro, Christmas;Jimmy Bowen;Jule Styne & Sammy Cahn;None
Too Many Nights;Metro Boomin Featuring Don Toliver & Future;23;-;23;1;2022-12-17;Rap, Atlanta Rap, Texas Rap, Trap;Metro Boomin, Honorable C.N.O.T.E. & Allen Ritter;Metro Boomin, Don Toliver, Future, Honorable C.N.O.T.E. & Allen Ritter;Universal Music Group
La Bachata;Manuel Turizo;24;14;6;22;2022-12-17;Pop, Colombia, Bachata, En Español, Latin Pop, Latin Urban, Latin Music;Edge & Casta;Casta, Juan Diego Medina, Edge, Rios (PR) & Manuel Turizo;None
Under The Influence;Chris Brown;25;12;3;20;2022-12-17;R&B, Alternative R&B, Alternative, DMV;Kiddominant;Tiffany McKie, Davido, Kiddominant & Chris Brown;None
Me Porto Bonito;Bad Bunny & Chencho Corleone;26;22;2;31;2022-12-17;Pop, Reggaetón, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Subelo NEO, Lennex, MAG & La Paciencia;Chencho Corleone & Bad Bunny;The Orchard
Titi Me Pregunto;Bad Bunny;27;23;4;31;2022-12-17;Pop, Latin Trap, Trap, Dembow, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;MAG & La Paciencia;Bad Bunny;The Orchard
Sleigh Ride;The Ronettes;28;36;13;15;2022-12-17;Pop, Christmas;Phil Spector;Mitchell Parish & Leroy Anderson;None
Umbrella;Metro Boomin, 21 Savage & Young Nudy;29;-;29;1;2022-12-17;Rap, Atlanta Rap, Trap;Metro Boomin, Peter Lee Johnson, DAVID x ELI & Oracles;Metro Boomin, 21 Savage, Young Nudy, David Ruoff, Elias Klughammer, Peter Lee Johnson, Dennis Juengel, Joshua Gottmanns, & Morgan Freeman;Universal Music Group
Raindrops (Insane);Metro Boomin & Travis Scott;30;-;30;1;2022-12-17;Pop, Tropical House, Dance, Electronic;SNBRN;SNBRN & Kerli;None
Another Love;Tom Odell;31;19;14;84;2022-12-17;Pop, Rock, UK Pop, Adult Alternative, British Rock, Alternative, Alternative Rock, Piano Rock, UK, Ballad, Singer-Songwriter, Alternative Pop, Piano, Pop-Rock;Dan Grech-Marguerat;Tom Odell;Sony Music Entertainment
Miss You;Oliver Tree & Robin Schulz;32;16;11;9;2022-12-17;Pop, Techno, House, Remix, Dance, Electronic;Robin Schulz;Oliver Tree, Marshmello & David Pramik;None
Bzrp Music Sessions, Vol. 52;Bizarrap & Quevedo;33;24;1;22;2022-12-17;Pop, Rap, Pop Rap, Trap, Spanish Rap, House, Spanish Pop, En Español, Spanish Music, Argentina, Spanish Urban;Bizarrap;Santiago Alvarado, Quevedo & Bizarrap;The Orchard
I Ain't Worried;OneRepublic;34;20;5;27;2022-12-17;Pop, Pop-Rock, Soundtrack;Simon Oscroft, Tyler Spry, Brent Kutzle & Ryan Tedder;Björn Yttling, Tyler Spry, Peter Morén, Brent Kutzle, John Eriksson & Ryan Tedder;None
Wild Flower;RM With Youjeen;35;-;35;1;2022-12-17;Rock, Duet, Korean, K-Rock, K-Solo, South Korea, Genius Korea;DOCSKIM;RM & DOCSKIM;None
Escapism;RAYE Featuring 070 Shake;36;115;36;2;2022-12-17;Rap, Pop, Trip-Hop, Alternative Pop, Pop Rap, UK Rap, UK Pop, UK;Mike Sabath;RAYE, 070 Shake & Mike Sabath;None
Dreamers (Music From The FIFA World Cup Qatar 2022);Jung Kook;37;13;9;3;2022-12-17;Rap;J. Cole;J. Cole;None
Bad Habit;Steve Lacy;38;26;8;22;2022-12-17;Pop, R&B, Alternative, Soul Pop, Neo Soul, Psychedelic Soul, Soul, Psychedelic, Pop-Rock, Alternative Pop, Alternative R&B;Steve Lacy;Matthew Castellanos, John Kirby, Diana Gordon, & Steve Lacy;RCA Records & L-M Records
Snowman;Sia;39;51;25;20;2022-12-17;Pop, TikTok, Ballad, Australia, Holiday;Greg Kurstin;Sia & Greg Kurstin;None
The Christmas Song (Merry Christmas To You);Nat King Cole;40;46;16;15;2022-12-17;Pop, Holiday, Jazz, Christmas;Lee Gillette;Robert Wells & Mel Tormé;None
It's Beginning To Look Like Christmas;Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra;41;52;27;14;2022-12-17;Pop, Christmas;None;Meredith Willson;None
Trance;Metro Boomin, Travis Scott & Young Thug;42;-;42;1;2022-12-17;Rap, Psychedelic Trance, Psychedelic, Trance, Trap, Atlanta Rap, Texas Rap;Metro Boomin, Allen Ritter & Peter Lee Johnson;Metro Boomin, Travis Scott, Young Thug, Allen Ritter & Peter Lee Johnson;Universal Music Group
White Christmas;Bing Crosby;43;50;24;15;2022-12-17;Pop, Christmas;None;Irving Berlin;None
Save Your Tears;The Weeknd & Ariana Grande;44;31;1;101;2022-12-17;R&B, Pop, Ballad, Alternative Pop, Alternative, Nu Disco, Alternative R&B, New Wave, Synthwave, Canada, Synth-Pop;Oscar Holter, Max Martin & The Weeknd;The Weeknd, , DaHeala, Oscar Holter &;Universal Music Group
Mistletoe;Justin Bieber;45;54;19;16;2022-12-17;Pop, Holiday, Christmas, Canada;The Messengers;Justin Bieber, Adam Messinger & Nasri;None
On Time;Metro Boomin & John Legend;46;-;46;1;2022-12-17;Pop, R&B, Rap, Soul Rap;Metro Boomin, TM88, Peter Lee Johnson, DJ Moon & johan lenox;Metro Boomin, John Legend, Peter Lee Johnson, , DJ Moon, johan lenox & Jozzy;Universal Music Group
Metro Spider;Metro Boomin & Young Thug;47;-;47;1;2022-12-17;Rap, Piano, Dark Trap, Trap, Atlanta Rap;Metro Boomin, OZ, Allen Ritter, Nik D & Elkan;Metro Boomin, Young Thug, Allen Ritter, , Nik D, Elkan, Motif Alumni & Kas (Producer);Universal Music Group
Christmas (Baby Please Come Home);Darlene Love;48;62;27;15;2022-12-17;Pop, Holiday, Christmas;None;Traditional;None
Die For You;The Weeknd;49;38;36;40;2022-12-17;R&B, Pop, Ambient, Electro-Pop, Dark Ambient, Dark Pop, Adult Alternative, Alternative Dance, Dance-Pop, Dance, Electronic, Alternative Pop, Alternative, Adult Contemporary, Alternative R&B, Ballad;Cashmere Cat, Prince 85, Cirkut, The Weeknd & Doc McKinney;Cirkut, Billy Walsh, Cashmere Cat, Sir Dylan, Prince 85, Doc McKinney & The Weeknd;None
Hey Mor;Ozuna Featuring Feid;50;32;27;8;2022-12-17;Pop, Reggaetón, Colombia, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Sky Rompiendo;Ozuna, Feid, Sencillo305, Rios (PR), Sky Rompiendo & Hi Music Hi Flow;Sony Music Latin & The Orchard
Do They Know It's Christmas?;Band Aid;51;63;20;14;2022-12-17;Rock, Pop, UK, Eighties, Charity, Holiday, Synth-Pop, New Wave, Christmas;Trevor Horn & Midge Ure;Midge Ure & Bob Geldof;None
Cuff It;Beyonce;52;30;12;19;2022-12-17;Pop, R&B, Funk-Pop, Electro-Pop, Synth-Pop, Dance, Synth Funk, Electro-Funk, Funk, Contemporary R&B, Dance-Pop, Electronic, Nu Disco;Beyoncé, NOVA WAV, Raphael Saadiq, Morten “Rissi” Ristorp & The-Dream;Beyoncé, Raphael Saadiq, Brittany Coney, The-Dream, Morten “Rissi” Ristorp, Blu June, Nile Rodgers, Teena Marie & Allen McGrier;Sony Music Entertainment
Until I Found You;Stephen Sanchez;53;55;44;30;2022-12-17;Pop, Acoustic, Ballad, Singer-Songwriter, Bedroom Pop, Soft Rock, Alternative Pop, Alternative;Konrad Snyder & Ian Fitchuk;Stephen Sanchez;None
